recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-000247,000000000010000167,2000,Vertical Sump Pump Column 150MM METSO,CRITICAL,INTERMITTENT,0,117,15.729,9.500,9.590,5.800,21.564,12.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 15.729. At the CRITICAL service level of 98% and a 117-day lead time, the reorder point should be 9.5.",PROPOSED,2026-06-05
REC-000248,000000000080000038,3000,Centrifugal Pump Casing 6/4 MULTOTEC,CRITICAL,INTERMITTENT,3,116,2.545,5.900,1.593,3.700,11.214,7.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 116-day lead time gives a reorder point of 5.9 against the current 2.545.,PROPOSED,2026-06-17
REC-000249,000000000010000169,4000,Conveyor Pulley Bearing 250KW MULTOTEC,IMPACT,SLOW,2,28,1.159,1.500,0.923,1.200,4.504,2.500,ROP_MAX_SAFETY_STOCK,Stock on hand 5 exceeds the current maximum 4.504. Consumption of 0.3 per month supports a maximum of 2.5.,HELD,2026-06-30
REC-000250,000000000010000170,3000,MCC Feeder Circuit Breaker 150MM,CRITICAL,INTERMITTENT,7,158,15.177,10.000,7.276,4.800,20.193,13.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 11 is below the current reorder point 15.177. At the CRITICAL service level of 98% and a 158-day lead time, the reorder point should be 10.",PROPOSED,2026-08-01
REC-000251,000000000080000039,1000,Slurry Density Transmitter 250KW,NORMAL,INTERMITTENT,5,47,1.857,2.300,0.983,1.200,5.200,4.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.7 per month over 24 months with a 47-day lead time gives a reorder point of 2.3 against the current 1.857.,APPROVED,2026-05-22
REC-000252,000000000080000039,4000,Slurry Density Transmitter 250KW,NORMAL,INTERMITTENT,3,47,2.777,2.100,1.721,1.300,4.063,3.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.777. At the NORMAL service level of 85% and a 47-day lead time, the reorder point should be 2.1.",APPROVED,2026-06-10
REC-000253,000000000010000171,2000,Skirt Rubber Liner Section 250MM FLSM,CRITICAL,SLOW,2,83,1.255,2.500,0.806,1.600,3.739,3.500,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.3 per month over 24 months with a 83-day lead time gives a reorder point of 2.5 against the current 1.255.,APPROVED,2026-05-13
REC-000254,000000000030000026,3000,Pressure Transmitter Assembly 10/8,CRITICAL,ON_DEMAND,0,107,0.000,14.900,0.000,8.600,0.000,20.300,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 14.9 and a maximum of 20.3.,HELD,2026-08-04
REC-000255,000000000010000172,1000,MCC Feeder Circuit Breaker DN150 KSB,INSURANCE,INTERMITTENT,4,145,2.630,3.600,1.038,1.400,7.624,5.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 145-day lead time gives a reorder point of 3.6 against the current 2.63.,HELD,2026-07-21
REC-000256,000000000030000028,1000,Skirt Rubber Liner Section 110KW FLSM,CRITICAL,ON_DEMAND,1,91,0.000,11.300,0.000,6.900,0.000,15.700,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 11.3 and a maximum of 15.7.,APPROVED,2026-06-17
REC-000257,000000000030000028,4000,Skirt Rubber Liner Section 110KW FLSM,CRITICAL,ON_DEMAND,1,91,0.000,3.800,0.000,2.300,0.000,5.300,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 3.8 and a maximum of 5.3.,PROPOSED,2026-07-01
REC-000258,000000000010000173,3000,Belt Scraper Blade Cartridge 6/4 ABB,INSURANCE,SLOW,3,99,1.803,1.200,1.186,0.800,1.803,1.600,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.803. Consumption of 0.1 per month supports a maximum of 1.6.,APPROVED,2026-07-20
REC-000259,000000000010000174,2000,Hydraulic Pump Assembly 55KW SANDVIK,NORMAL,REGULAR,12,40,39.566,47.700,8.964,10.800,202.092,131.900,ROP_MAX_SAFETY_STOCK,Regular consumption of 28.1 per month over 24 months with a 40-day lead time gives a reorder point of 47.7 against the current 39.566.,APPROVED,2026-05-17
REC-000260,000000000010000174,3000,Hydraulic Pump Assembly 55KW SANDVIK,NORMAL,REGULAR,11,40,44.747,59.000,8.881,11.700,203.931,167.000,ROP_MAX_SAFETY_STOCK,Stock on hand 204 exceeds the current maximum 203.931. Consumption of 36.0 per month supports a maximum of 167.,APPROVED,2026-07-07
REC-000261,000000000010000175,4000,Crusher Hydroset Cylinder TYPE B SIEMENS,NORMAL,INTERMITTENT,5,26,3.927,3.700,2.367,2.200,15.555,8.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.7 per month over 24 months with a 26-day lead time gives a reorder point of 3.7 against the current 3.927.,REJECTED,2026-08-15
REC-000262,000000000010000176,1000,Vertical Sump Pump Column 250MM SIEMENS,NORMAL,INTERMITTENT,3,30,2.625,1.900,1.635,1.200,4.419,4.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.625. At the NORMAL service level of 85% and a 30-day lead time, the reorder point should be 1.9.",APPROVED,2026-05-15
REC-000263,000000000010000177,1000,Flotation Cell Impeller 250KW FLSM,NORMAL,SLOW,1,45,0.520,0.500,0.386,0.400,0.785,0.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 0.52. At the NORMAL service level of 85% and a 45-day lead time, the reorder point should be 0.5.",PROPOSED,2026-08-05
REC-000264,000000000010000177,3000,Flotation Cell Impeller 250KW FLSM,NORMAL,SLOW,2,45,1.521,1.500,1.005,1.000,3.119,2.500,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.3 per month over 24 months with a 45-day lead time gives a reorder point of 1.5 against the current 1.521.,APPROVED,2026-06-15
REC-000265,000000000010000178,3000,Soft Starter Power Module 250KW KSB,INSURANCE,INTERMITTENT,7,151,3.944,8.300,1.384,2.900,18.818,11.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 3.944. At the INSURANCE service level of 90% and a 151-day lead time, the reorder point should be 8.3.",HELD,2026-06-14
REC-000266,000000000010000180,1000,Cyclone Apex Liner 10/8 FLSM,IMPACT,INTERMITTENT,6,16,3.871,3.700,2.969,2.800,13.928,8.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.6 per month over 24 months with a 16-day lead time gives a reorder point of 3.7 against the current 3.871.,APPROVED,2026-08-21
REC-000267,000000000010000180,4000,Cyclone Apex Liner 10/8 FLSM,IMPACT,INTERMITTENT,2,16,1.549,2.700,1.241,2.200,9.968,5.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 16-day lead time gives a reorder point of 2.7 against the current 1.549.,APPROVED,2026-07-26
REC-000268,000000000010000181,2000,Screen Exciter Bearing 8/6 FLSM,CRITICAL,SLOW,3,140,4.418,2.800,2.898,1.800,4.418,3.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 4.418. At the CRITICAL service level of 98% and a 140-day lead time, the reorder point should be 2.8.",APPROVED,2026-06-26
REC-000269,000000000010000182,3000,Thickener Rake Seal Kit TYPE A SANDVIK,IMPACT,REGULAR,11,10,16.450,17.500,6.377,6.800,131.155,115.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 16.45. At the IMPACT service level of 95% and a 10-day lead time, the reorder point should be 17.5.",PROPOSED,2026-08-17
REC-000270,000000000010000183,1000,Level Radar Transmitter 8/6 FLSM,CRITICAL,INTERMITTENT,4,100,12.764,13.200,7.868,8.100,31.155,17.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 100-day lead time gives a reorder point of 13.2 against the current 12.764.,APPROVED,2026-07-19
REC-000271,000000000010000183,2000,Level Radar Transmitter 8/6 FLSM,CRITICAL,INTERMITTENT,4,100,7.109,11.300,4.259,6.800,13.471,15.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 7.109. At the CRITICAL service level of 98% and a 100-day lead time, the reorder point should be 11.3.",APPROVED,2026-06-29
REC-000272,000000000010000184,1000,Screen Exciter Bearing 55KW SIEMENS,CRITICAL,REGULAR,11,144,183.615,146.000,35.093,27.900,188.272,220.900,ROP_MAX_SAFETY_STOCK,Stock on hand 254 exceeds the current maximum 188.272. Consumption of 25.0 per month supports a maximum of 220.9.,HELD,2026-06-25
REC-000273,000000000010000185,3000,Thickener Rake Drive Gearbox HD,IMPACT,SLOW,2,49,1.425,1.100,1.065,0.800,2.348,1.600,ROP_MAX_SAFETY_STOCK,Stock on hand 3 exceeds the current maximum 2.348. Consumption of 0.2 per month supports a maximum of 1.6.,PROPOSED,2026-08-22
REC-000274,000000000010000187,3000,Vertical Sump Pump Column 8/6 METSO,CRITICAL,REGULAR,12,142,203.515,196.300,40.851,39.400,443.043,297.200,ROP_MAX_SAFETY_STOCK,Regular consumption of 33.6 per month over 24 months with a 142-day lead time gives a reorder point of 196.3 against the current 203.515.,REJECTED,2026-05-12
REC-000275,000000000010000188,2000,MCC Feeder Circuit Breaker 8/6 MULTOTEC,NORMAL,REGULAR,11,37,82.680,56.100,15.361,10.400,264.571,168.800,ROP_MAX_SAFETY_STOCK,Regular consumption of 37.6 per month over 24 months with a 37-day lead time gives a reorder point of 56.1 against the current 82.68.,REJECTED,2026-06-13
REC-000276,000000000010000189,2000,Cyclone Apex Liner TYPE B METSO,CRITICAL,INTERMITTENT,0,139,10.105,17.700,5.651,9.900,32.749,22.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 10.105. At the CRITICAL service level of 98% and a 139-day lead time, the reorder point should be 17.7.",APPROVED,2026-08-05
REC-000277,000000000010000189,1000,Cyclone Apex Liner TYPE B METSO,CRITICAL,INTERMITTENT,0,139,12.189,11.200,6.994,6.400,22.114,14.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 12.189. At the CRITICAL service level of 98% and a 139-day lead time, the reorder point should be 11.2.",APPROVED,2026-06-10
REC-000278,000000000010000190,3000,Ball Mill Gearbox Assembly 110KW ABB,NORMAL,REGULAR,12,49,19.139,21.900,2.688,3.100,65.561,56.900,ROP_MAX_SAFETY_STOCK,Regular consumption of 11.7 per month over 24 months with a 49-day lead time gives a reorder point of 21.9 against the current 19.139.,PROPOSED,2026-08-14
REC-000279,000000000010000190,2000,Ball Mill Gearbox Assembly 110KW ABB,NORMAL,REGULAR,11,49,40.634,34.700,6.695,5.700,118.689,88.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 40.634. At the NORMAL service level of 85% and a 49-day lead time, the reorder point should be 34.7.",APPROVED,2026-08-25
REC-000280,000000000010000191,4000,Hydraulic Pump Assembly DN150 SIEMENS,NORMAL,REGULAR,11,49,67.072,45.100,12.520,8.400,102.854,113.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 48 is below the current reorder point 67.072. At the NORMAL service level of 85% and a 49-day lead time, the reorder point should be 45.1.",HELD,2026-05-24
REC-000281,000000000010000191,1000,Hydraulic Pump Assembly DN150 SIEMENS,NORMAL,REGULAR,11,49,41.908,29.000,6.680,4.600,112.145,74.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 41.908. At the NORMAL service level of 85% and a 49-day lead time, the reorder point should be 29.",HELD,2026-05-11
REC-000282,000000000080000040,1000,Slurry Density Transmitter 250KW SKF,CRITICAL,INTERMITTENT,7,136,11.756,17.200,6.555,9.600,36.932,22.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.7 per month over 24 months with a 136-day lead time gives a reorder point of 17.2 against the current 11.756.,PROPOSED,2026-07-14
REC-000283,000000000010000192,3000,Slurry Pump Wet End Assembly TYPE B SKF,CRITICAL,INTERMITTENT,5,79,10.567,8.200,6.689,5.200,16.886,11.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 9 is below the current reorder point 10.567. At the CRITICAL service level of 98% and a 79-day lead time, the reorder point should be 8.2.",REJECTED,2026-07-24
REC-000284,000000000010000192,4000,Slurry Pump Wet End Assembly TYPE B SKF,CRITICAL,INTERMITTENT,4,79,4.685,8.800,3.020,5.700,21.362,12.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 79-day lead time gives a reorder point of 8.8 against the current 4.685.,APPROVED,2026-06-03
REC-000285,000000000010000193,3000,Mill Lube Pump Motor 250KW WEIR,CRITICAL,REGULAR,12,134,63.069,43.200,11.944,8.200,103.140,67.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 22 is below the current reorder point 63.069. At the CRITICAL service level of 98% and a 134-day lead time, the reorder point should be 43.2.",PROPOSED,2026-05-14
REC-000286,000000000080000041,1000,Centrifugal Pump Casing 8/6 WEIR,IMPACT,INTERMITTENT,4,30,1.655,3.200,1.244,2.400,7.386,5.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 30-day lead time gives a reorder point of 3.2 against the current 1.655.,APPROVED,2026-07-25
REC-000287,000000000080000041,4000,Centrifugal Pump Casing 8/6 WEIR,IMPACT,INTERMITTENT,6,30,5.535,4.300,3.896,3.000,6.443,8.200,ROP_MAX_SAFETY_STOCK,Stock on hand 7 exceeds the current maximum 6.443. Consumption of 1.3 per month supports a maximum of 8.2.,REJECTED,2026-07-22
REC-000288,000000000090000006,1000,MCC Feeder Circuit Breaker 150MM WEIR,OBSOLETE,NO_DEMAND,0,56,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-06-24
REC-000289,000000000080000042,1000,Gland Packing Seal Ring TYPE B SANDVIK,IMPACT,INTERMITTENT,7,10,2.749,3.000,1.913,2.100,8.371,11.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.8 per month over 24 months with a 10-day lead time gives a reorder point of 3 against the current 2.749.,REJECTED,2026-05-12
REC-000290,000000000010000194,1000,Flow Meter Sensor Head 110KW ABB,NORMAL,INTERMITTENT,4,56,3.509,6.100,1.901,3.300,15.726,10.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 56-day lead time gives a reorder point of 6.1 against the current 3.509.,PROPOSED,2026-08-24
REC-000291,000000000010000194,4000,Flow Meter Sensor Head 110KW ABB,NORMAL,INTERMITTENT,3,56,8.318,7.400,4.174,3.700,21.598,13.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.0 per month over 24 months with a 56-day lead time gives a reorder point of 7.4 against the current 8.318.,PROPOSED,2026-07-24
REC-000292,000000000030000031,3000,MCC Feeder Circuit Breaker DN150 WEIR,IMPACT,ON_DEMAND,0,22,0.000,4.700,0.000,3.500,0.000,9.700,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 4.7 and a maximum of 9.7.,PROPOSED,2026-08-23
REC-000293,000000000080000043,4000,Gearbox Bearing 200MM ABB,NORMAL,INTERMITTENT,4,14,2.070,1.500,1.281,0.900,8.638,5.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 14-day lead time gives a reorder point of 1.5 against the current 2.07.,PROPOSED,2026-07-11
REC-000294,000000000080000044,1000,Ball Mill Trunnion Bearing DN100 KSB,NORMAL,INTERMITTENT,4,34,2.305,5.700,1.244,3.100,16.217,12.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.3 per month over 24 months with a 34-day lead time gives a reorder point of 5.7 against the current 2.305.,APPROVED,2026-07-14
REC-000295,000000000010000195,1000,Ball Mill Shell Liner Plate 8/6 WEIR,NORMAL,SLOW,0,21,0.629,0.400,0.466,0.300,1.363,0.900,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 21-day lead time gives a reorder point of 0.4 against the current 0.629.,PROPOSED,2026-06-06
REC-000296,000000000010000196,2000,PLC Digital Output Card 250KW MULTOTEC,NORMAL,INTERMITTENT,3,16,3.979,3.100,2.706,2.100,11.215,8.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 16-day lead time gives a reorder point of 3.1 against the current 3.979.,PROPOSED,2026-07-28
REC-000297,000000000090000007,2000,Thickener Rake Seal Kit TYPE A MULTOTEC,OBSOLETE,NO_DEMAND,0,46,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,REJECTED,2026-07-28
REC-000298,000000000010000197,2000,PLC Digital Output Card 250KW METSO,CRITICAL,INTERMITTENT,0,148,22.194,23.900,11.884,12.800,23.504,30.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 22.194. At the CRITICAL service level of 98% and a 148-day lead time, the reorder point should be 23.9.",PROPOSED,2026-06-04
REC-000299,000000000010000197,1000,PLC Digital Output Card 250KW METSO,CRITICAL,INTERMITTENT,0,148,15.742,14.800,10.138,9.500,20.266,18.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 15.742. At the CRITICAL service level of 98% and a 148-day lead time, the reorder point should be 14.8.",APPROVED,2026-07-20
REC-000300,000000000080000045,4000,Ball Mill Shell Liner Plate 250MM,IMPACT,INTERMITTENT,5,33,2.456,4.200,1.651,2.800,10.443,8.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 33-day lead time gives a reorder point of 4.2 against the current 2.456.,APPROVED,2026-05-18
REC-000301,000000000010000198,2000,Pressure Transmitter Assembly HD,NORMAL,INTERMITTENT,2,17,0.618,1.400,0.466,1.100,4.531,3.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 17-day lead time gives a reorder point of 1.4 against the current 0.618.,REJECTED,2026-08-28
REC-000302,000000000030000033,2000,Skirt Rubber Liner Section 110KW SANDVIK,CRITICAL,ON_DEMAND,3,79,0.000,16.600,0.000,8.300,0.000,26.200,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 16.6 and a maximum of 26.2.,HELD,2026-07-04
REC-000303,000000000080000046,4000,Ball Mill Gearbox Assembly 6/4 SIEMENS,IMPACT,INTERMITTENT,3,23,3.922,2.400,2.800,1.700,4.070,5.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 3.922. At the IMPACT service level of 95% and a 23-day lead time, the reorder point should be 2.4.",HELD,2026-08-29
REC-000304,000000000010000199,3000,Soft Starter Power Module DN150 WEIR,CRITICAL,INTERMITTENT,0,41,6.198,8.500,4.316,5.900,18.038,14.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 6.198. At the CRITICAL service level of 98% and a 41-day lead time, the reorder point should be 8.5.",APPROVED,2026-08-09
REC-000305,000000000080000047,2000,Flotation Cell Impeller 8/6 WEIR,IMPACT,INTERMITTENT,5,56,6.210,3.400,4.018,2.200,6.210,5.400,ROP_MAX_SAFETY_STOCK,Stock on hand 11 exceeds the current maximum 6.21. Consumption of 0.7 per month supports a maximum of 5.4.,PROPOSED,2026-06-30
REC-000306,000000000010000201,3000,Conveyor Take-Up Pulley 250KW SIEMENS,NORMAL,SLOW,1,54,1.079,1.000,0.656,0.600,2.419,1.600,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 54-day lead time gives a reorder point of 1 against the current 1.079.,APPROVED,2026-07-16
REC-000307,000000000030000034,1000,PLC Digital Output Card 10/8 ABB,IMPACT,ON_DEMAND,1,54,0.000,3.400,0.000,2.400,0.000,5.200,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 3.4 and a maximum of 5.2.,APPROVED,2026-07-22
REC-000308,000000000010000202,2000,Slurry Density Transmitter 250KW SEW,CRITICAL,INTERMITTENT,5,190,13.956,11.400,6.370,5.200,13.956,14.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 12 is below the current reorder point 13.956. At the CRITICAL service level of 98% and a 190-day lead time, the reorder point should be 11.4.",PROPOSED,2026-08-15
